ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
1	275	1	2	0.000000	9.618182	8.221818	0.000000	0.000000	0	0	0
2	386	1	2	0.000000	9.264249	7.852332	0.000000	0.000000	0	0	0
3	3028	2	0	0.000000	9.194848	7.571664	0.000000	0.000000	0	0	0
4	21	1	1	0.000000	15.333333	13.333333	0.000000	0.000000	0	0	0
5	13	2	2	0.000000	15.538462	15.000000	0.000000	0.000000	0	0	0
6	23	1	1	0.000000	7.347826	7.347826	0.000000	0.000000	0	0	0
7	18	1	2	0.000000	12.333333	12.333333	0.000000	0.000000	0	0	0
8	716	1	2	0.000000	8.645251	7.477654	0.000000	0.000000	0	0	0
9	2182	2	2	0.000000	8.889551	6.929881	0.000000	0.000000	0	0	0
10	125	1	1	0.000000	7.688000	6.672000	0.000000	0.000000	0	0	0
11	112	3	2	0.000000	12.008929	9.285714	0.000000	0.000000	0	0	0
12	797	2	2	0.000000	8.983689	7.887077	0.000000	0.000000	0	0	0
13	154	1	1	0.000000	1.175325	1.175325	0.000000	0.000000	0	0	0
14	313	1	2	0.000000	6.201278	5.335463	0.000000	0.000000	0	0	0
15	313	2	2	0.000000	8.367412	7.137380	0.000000	0.000000	0	0	0
16	1389	2	2	0.000000	8.718503	7.645788	0.000000	0.000000	0	0	0
17	1133	0	2	0.000000	9.850838	7.950574	0.000000	0.000000	0	0	0
18	8	1	2	0.000000	10.875000	6.625000	0.000000	0.000000	0	0	0
19	567	1	2	0.000000	7.848325	6.462081	0.000000	0.000000	0	0	0
20	154	1	1	0.000000	9.097403	8.454545	0.000000	0.000000	0	0	0
21	14	1	1	0.000000	13.571429	9.285714	0.000000	0.000000	0	0	0
22	125	1	1	0.000000	1.264000	1.264000	0.000000	0.000000	0	0	0
23	4	1	3	0.000000	9.750000	9.750000	0.000000	0.000000	0	0	0
24	10	1	2	0.000000	10.000000	10.000000	0.000000	0.000000	0	0	0
