ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
1	1123	2	0	0.000000	5.966162	5.715049	0.000000	0.000000	0	0	0
2	472	2	2	0.000000	6.368644	6.300847	0.000000	0.000000	0	0	0
3	2265	0	2	0.000000	5.955408	5.643267	0.000000	0.000000	0	0	0
4	241	2	2	0.000000	8.377593	7.759336	0.000000	0.000000	0	0	0
5	16	1	2	0.000000	11.187500	11.187500	0.000000	0.000000	0	0	0
6	141	0	2	0.000000	5.347518	5.347518	0.000000	0.000000	0	0	0
7	247	2	0	0.000000	5.720648	5.720648	0.000000	0.000000	0	0	0
8	374	0	2	0.000000	6.786096	6.398396	0.000000	0.000000	0	0	0
9	1510	0	0	0.000000	5.664901	5.494702	0.000000	0.000000	0	0	0
10	1205	0	0	0.000000	5.147718	5.062241	0.000000	0.000000	0	0	0
11	526	2	2	0.000000	5.216730	5.216730	0.000000	0.000000	0	0	0
12	181	2	0	0.000000	3.933702	3.933702	0.000000	0.000000	0	0	0
13	337	0	0	0.000000	5.103858	4.913947	0.000000	0.000000	0	0	0
14	436	0	2	0.000000	4.752294	4.752294	0.000000	0.000000	0	0	0
15	869	0	2	0.000000	6.216341	5.888377	0.000000	0.000000	0	0	0
16	109	0	2	0.000000	6.449541	6.449541	0.000000	0.000000	0	0	0
17	47	1	1	0.000000	8.787234	8.787234	0.000000	0.000000	0	0	0
18	140	2	0	0.000000	5.864286	5.864286	0.000000	0.000000	0	0	0
19	14	2	1	0.000000	5.428571	5.428571	0.000000	0.000000	0	0	0
20	47	1	1	0.000000	7.617021	7.617021	0.000000	0.000000	0	0	0
21	558	1	0	0.000000	5.618280	5.252688	0.000000	0.000000	0	0	0
22	304	2	0	0.000000	5.516447	5.500000	0.000000	0.000000	0	0	0
23	16	2	1	0.000000	4.375000	4.375000	0.000000	0.000000	0	0	0
24	291	0	0	0.000000	4.869416	4.869416	0.000000	0.000000	0	0	0
25	502	0	2	0.000000	6.169323	5.645418	0.000000	0.000000	0	0	0
26	40	1	1	0.000000	4.600000	4.600000	0.000000	0.000000	0	0	0
27	398	2	2	0.000000	5.625628	5.625628	0.000000	0.000000	0	0	0
28	178	0	2	0.000000	4.207865	4.207865	0.000000	0.000000	0	0	0
29	305	0	2	0.000000	5.793443	4.609836	0.000000	0.000000	0	0	0
30	623	0	0	0.000000	4.443018	4.367576	0.000000	0.000000	0	0	0
31	365	2	0	0.000000	6.279452	5.665753	0.000000	0.000000	0	0	0
32	47	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
33	47	1	1	0.000000	1.638298	1.638298	0.000000	0.000000	0	0	0
34	47	1	1	0.000000	5.659574	5.659574	0.000000	0.000000	0	0	0
35	47	1	1	0.000000	4.446809	4.446809	0.000000	0.000000	0	0	0
36	47	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
37	16	1	2	0.000000	3.750000	3.750000	0.000000	0.000000	0	0	0
38	204	0	2	0.000000	4.215686	3.892157	0.000000	0.000000	0	0	0
39	31	1	1	0.000000	2.838710	2.838710	0.000000	0.000000	0	0	0
40	47	1	1	0.000000	6.553191	6.553191	0.000000	0.000000	0	0	0
41	47	1	1	0.000000	4.851064	4.851064	0.000000	0.000000	0	0	0
42	47	1	1	0.000000	6.446809	6.446809	0.000000	0.000000	0	0	0
43	405	2	0	0.000000	4.903704	4.316049	0.000000	0.000000	0	0	0
44	17	1	1	0.000000	3.882353	3.882353	0.000000	0.000000	0	0	0
45	47	1	1	0.000000	4.574468	4.574468	0.000000	0.000000	0	0	0
46	136	1	0	0.000000	6.147059	6.147059	0.000000	0.000000	0	0	0
47	126	2	2	0.000000	7.333333	6.579365	0.000000	0.000000	0	0	0
48	38	2	2	0.000000	5.236842	5.236842	0.000000	0.000000	0	0	0
49	574	2	0	0.000000	6.057491	5.329268	0.000000	0.000000	0	0	0
50	47	1	1	0.000000	6.531915	6.531915	0.000000	0.000000	0	0	0
51	14	1	2	0.000000	6.142857	6.142857	0.000000	0.000000	0	0	0
52	47	1	1	0.000000	4.723404	4.723404	0.000000	0.000000	0	0	0
53	47	1	1	0.000000	4.829787	4.829787	0.000000	0.000000	0	0	0
54	47	1	1	0.000000	3.319149	3.319149	0.000000	0.000000	0	0	0
55	47	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
56	47	1	1	0.000000	1.148936	1.148936	0.000000	0.000000	0	0	0
57	7	2	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
58	47	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
59	47	1	1	0.000000	1.978723	1.978723	0.000000	0.000000	0	0	0
60	4	2	1	0.000000	9.000000	9.000000	0.000000	0.000000	0	0	0
61	47	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
62	4	1	2	0.000000	4.500000	3.500000	0.000000	0.000000	0	0	0
63	43	1	1	0.000000	4.255814	3.976744	0.000000	0.000000	0	0	0
64	7	1	2	0.000000	7.428571	7.428571	0.000000	0.000000	0	0	0
65	47	1	1	0.000000	1.255319	1.255319	0.000000	0.000000	0	0	0
66	8	2	2	0.000000	4.250000	4.250000	0.000000	0.000000	0	0	0
67	47	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
68	47	1	1	0.000000	1.148936	1.148936	0.000000	0.000000	0	0	0
69	14	2	2	0.000000	9.285714	9.285714	0.000000	0.000000	0	0	0
70	101	1	0	0.000000	1.009901	1.009901	0.000000	0.000000	0	0	0
71	47	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
72	47	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
73	47	1	1	0.000000	1.276596	1.276596	0.000000	0.000000	0	0	0
