ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
1	40	1	2	0.000000	9.275000	7.250000	0.000000	0.000000	0	0	0
2	2265	0	2	0.000000	6.943929	6.323179	0.000000	0.000000	0	0	0
3	2115	0	0	0.000000	6.588652	5.824113	0.000000	0.000000	0	0	0
4	16	1	2	0.000000	12.250000	12.250000	0.000000	0.000000	0	0	0
5	284	2	0	0.000000	6.992958	5.500000	0.000000	0.000000	0	0	0
6	2524	2	0	0.000000	6.816561	6.284865	0.000000	0.000000	0	0	0
7	742	0	2	0.000000	7.040431	6.316712	0.000000	0.000000	0	0	0
8	45	1	1	0.000000	7.888889	7.266667	0.000000	0.000000	0	0	0
9	820	0	2	0.000000	7.219512	6.570732	0.000000	0.000000	0	0	0
10	35	2	1	0.000000	11.142857	10.485714	0.000000	0.000000	0	0	0
11	23	2	1	0.000000	3.347826	3.347826	0.000000	0.000000	0	0	0
12	45	1	1	0.000000	1.155556	1.155556	0.000000	0.000000	0	0	0
13	36	1	2	0.000000	6.888889	6.888889	0.000000	0.000000	0	0	0
14	846	2	2	0.000000	6.622931	6.070922	0.000000	0.000000	0	0	0
15	45	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
16	45	1	1	0.000000	6.177778	6.177778	0.000000	0.000000	0	0	0
17	630	2	2	0.000000	5.787302	5.192063	0.000000	0.000000	0	0	0
18	44	1	2	0.000000	6.659091	6.659091	0.000000	0.000000	0	0	0
19	12	1	2	0.000000	5.583333	5.583333	0.000000	0.000000	0	0	0
20	124	0	2	0.000000	5.645161	4.532258	0.000000	0.000000	0	0	0
21	150	2	2	0.000000	6.646667	6.346667	0.000000	0.000000	0	0	0
22	1392	2	0	0.000000	5.819684	5.278017	0.000000	0.000000	0	0	0
23	45	1	1	0.000000	1.222222	1.222222	0.000000	0.000000	0	0	0
24	22	1	2	0.000000	1.045455	1.045455	0.000000	0.000000	0	0	0
25	45	1	1	0.000000	1.222222	1.222222	0.000000	0.000000	0	0	0
26	190	0	2	0.000000	6.047368	6.047368	0.000000	0.000000	0	0	0
27	58	2	2	0.000000	8.051724	7.844828	0.000000	0.000000	0	0	0
28	79	2	2	0.000000	3.911392	3.911392	0.000000	0.000000	0	0	0
29	814	1	0	0.000000	7.132678	6.116708	0.000000	0.000000	0	0	0
30	1294	0	2	0.000000	6.644513	6.251159	0.000000	0.000000	0	0	0
31	93	1	0	0.000000	1.043011	1.043011	0.000000	0.000000	0	0	0
32	45	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
33	32	1	1	0.000000	8.062500	8.062500	0.000000	0.000000	0	0	0
34	2	1	2	0.000000	6.500000	6.500000	0.000000	0.000000	0	0	0
35	11	1	2	0.000000	4.727273	4.727273	0.000000	0.000000	0	0	0
36	45	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
37	8	1	2	0.000000	1.750000	1.750000	0.000000	0.000000	0	0	0
38	11	2	1	0.000000	12.090909	12.090909	0.000000	0.000000	0	0	0
39	739	2	0	0.000000	6.415426	5.755074	0.000000	0.000000	0	0	0
40	458	2	2	0.000000	6.971616	6.423581	0.000000	0.000000	0	0	0
41	6	2	1	0.000000	10.666667	9.666667	0.000000	0.000000	0	0	0
42	53	1	1	0.000000	7.056604	7.056604	0.000000	0.000000	0	0	0
43	44	2	1	0.000000	7.022727	5.500000	0.000000	0.000000	0	0	0
44	45	1	1	0.000000	6.955556	6.955556	0.000000	0.000000	0	0	0
45	53	1	1	0.000000	1.169811	1.169811	0.000000	0.000000	0	0	0
46	45	1	1	0.000000	1.377778	1.377778	0.000000	0.000000	0	0	0
47	45	1	1	0.000000	1.466667	1.466667	0.000000	0.000000	0	0	0
48	102	2	2	0.000000	4.843137	4.362745	0.000000	0.000000	0	0	0
49	16	2	1	0.000000	4.875000	4.875000	0.000000	0.000000	0	0	0
50	45	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
51	23	1	2	0.000000	7.826087	7.826087	0.000000	0.000000	0	0	0
52	45	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
53	45	1	1	0.000000	1.177778	1.177778	0.000000	0.000000	0	0	0
54	129	1	0	0.000000	1.031008	1.031008	0.000000	0.000000	0	0	0
55	45	1	1	0.000000	10.177778	8.622222	0.000000	0.000000	0	0	0
56	1	1	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
57	45	1	1	0.000000	1.488889	1.488889	0.000000	0.000000	0	0	0
58	45	1	1	0.000000	1.311111	1.311111	0.000000	0.000000	0	0	0
59	15	1	1	0.000000	4.800000	4.800000	0.000000	0.000000	0	0	0
60	22	1	1	0.000000	6.454545	6.454545	0.000000	0.000000	0	0	0
61	2	1	1	0.000000	8.000000	6.500000	0.000000	0.000000	0	0	0
62	45	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
63	106	1	0	0.000000	1.018868	1.018868	0.000000	0.000000	0	0	0
64	149	2	0	0.000000	5.053691	4.731544	0.000000	0.000000	0	0	0
65	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
66	53	1	1	0.000000	1.113208	1.113208	0.000000	0.000000	0	0	0
67	45	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
68	45	1	1	0.000000	4.400000	4.400000	0.000000	0.000000	0	0	0
69	8	2	1	0.000000	8.250000	7.250000	0.000000	0.000000	0	0	0
70	45	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
71	22	2	1	0.000000	9.272727	8.454545	0.000000	0.000000	0	0	0
72	9	1	1	0.000000	7.666667	7.666667	0.000000	0.000000	0	0	0
73	14	1	2	0.000000	6.642857	6.642857	0.000000	0.000000	0	0	0
74	10	1	1	0.000000	6.500000	6.500000	0.000000	0.000000	0	0	0
75	4	2	2	0.000000	6.250000	6.250000	0.000000	0.000000	0	0	0
76	45	1	1	0.000000	1.266667	1.266667	0.000000	0.000000	0	0	0
77	10	2	1	0.000000	9.300000	8.900000	0.000000	0.000000	0	0	0
78	45	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
79	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
